index,recipe_name,recipe_pic,ingredients_n_preparation
100000,Pork & Vegetable Miso Soup,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e4a991d8-8551-4e4a-a430-bceb1e043d9a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9b5bcae0-2ee5-4737-b948-c4f6643a747b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1f3ebc21-a64c-4df6-a0e7-10eca88bc81f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ca7f0d25-8fae-40a9-b75e-49672a39150f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""349532df-48b9-449a-9073-cfaf8e58082b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c190ed1f-8fe7-4a71-a998-5d376cf2557b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6f0b5e13-a08a-4506-b237-82d42b125ed3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""638210fc-2238-4e5e-82ef-38d5d97cf802"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""532395da-4cb1-47e6-a38a-60280b6c8aac"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4d5a5d7b-ba6f-4920-90fe-59ed19acda99"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bfc239f7-e7b9-4304-9965-b49e48ac5dd6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""89485b75-8c63-4610-a18c-d3fa9dd7e7ce"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""39c32b81-f351-4e31-b29d-20a43a7b48f9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""45e9e6a6-1c4e-4454-b55d-6fcfbd4b7e44"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b1f8a2bb-f6b2-4b3a-846d-98d04f69f045"")>]"
100000,Seafood and Vegetable Hot Pot (Nabe),,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""db0d8950-0481-42a9-847f-516eea5bf27d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6a598c85-a899-47c0-b0f1-05d550180580"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""845c97f3-7471-40a9-93b1-ba17178bbf53"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b71c32eb-248f-4abf-b057-668ff7b79c03"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9f514d08-328b-4481-8e27-1ec24963b4c1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e72e83ac-381e-4d58-949f-a4a7822206c2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ea60f68f-d2ea-4181-a812-d3c3339e3808"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e2d6f9c2-b118-4ab6-99fe-d10945740c33"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6ac1fc97-bf42-4e9e-8abe-d274cf7047db"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6cef8e3f-50be-47ec-ad7a-5ba90c7f3629"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c286c2d6-7e00-4b6d-b120-66a49aa2ec14"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""919929f9-ea4c-4a52-a671-6639b44ae4ec"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d81d6466-2210-4feb-a47e-3a80c902b494"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""21f8a033-439f-4538-839a-7e69c9f44bf7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c6959981-07f1-49bc-97da-94b0833ba3f3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""383c0426-02ce-42d5-8aa2-23fa50da3f3b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4cc41e4d-2907-44c9-90e1-2fd8569acb36"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a5820216-75f6-4a71-ab13-935e9b60f415"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7882786b-4546-46ce-8cf6-f53440684304"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9a4343b3-c8f2-4bd0-bb53-01a84c1aa1e6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f947632c-60d7-411a-8f77-7959305a9dc6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""783e94bc-a629-415a-821b-dde49acef138"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""850bd41a-19cd-4ff6-9a6d-d57d774043d1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6bbc4e07-8b55-4fe3-b9a1-8d40764bc7cf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ea3740ae-243c-4969-844f-4e4cb458bacd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""92a8020f-3853-485e-a15b-2ab7eaf2054a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1b3e9f3b-3954-488e-92d5-cc09265759a4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e14485ab-5dab-4be3-b0c7-a9d496cf8333"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c169340a-c8f6-4d1c-9cff-12b799533aca"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3b2fc1c3-e226-4115-b263-a735fbd87153"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""48581f02-22b8-454d-a94f-27ad953b354a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0ea7b27c-9cbb-47b9-8d16-2b898313b85b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b0f1ba34-db2a-4b56-bdf7-1020bd5b7746"")>]"
100000,Sadako’s Nishime Simmered Vegetables,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3eb5f41d-70ba-4269-ac9c-6ad142269294"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""525addfb-1105-4223-a33f-a62498c995b4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d2892d9a-f7c2-410d-9f9c-c82281eff188"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""67aa86b8-ddd5-44ae-8aea-c7281099cdcd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f3810ae0-28f5-4297-b919-c00b84fac580"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3d3a3c2d-efbb-4fb6-b28f-3760d0f92601"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7056c780-d407-46a2-8edc-625223109a35"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5c7f8831-fddc-4655-bc11-bea573851360"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""db377270-e493-4dab-88d0-902b47e51fac"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6b581450-5357-4f4a-8123-e255834b1a2c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9d8814e7-7ed7-47e0-b519-f0ad244ce21f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4306c570-6b5d-49e7-ac43-6aad667ff8b9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""24fb7cb2-f0db-4f77-948d-0c0b70622605"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8f4947d2-db49-4269-b6e2-f81aac77877e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4acf5655-9c61-43d7-9f00-98e3dc2bbc99"")>]"
100000,Sadako’s Nishime Simmered Vegetables,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5df440da-a52a-4377-a9a8-5caf75c9db20"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8755c16f-82f9-4108-b866-f108cde0420c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""444e5feb-4d42-4742-8f12-896b02959a3d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ce1cbcde-5561-4c54-914c-c303975f682f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4b3e913d-0dd7-484d-abc6-8a5d4a376cd3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""992c6248-f12d-4a67-9d94-cc0bb6fb3254"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0769bddc-56ba-43fa-be17-cf145c11152c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2221580b-6000-43ac-abc3-44a5962c37df"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4fb8fbb0-732d-450e-a128-60188f784754"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""409cde98-abbf-4b59-8643-e03a23b0e2a0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ec045ebb-cac6-4880-afad-e165e22440fa"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""233b7fae-339e-4e91-bb17-25893a8729ef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bc8df0b4-4eb0-4868-af3f-fddecb0da50b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""fdf52304-c90c-414d-ad1b-7a38cd39b5c1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5d4317e8-1e5c-41ba-b4d0-80c71964230c"")>]"
100000,Nappa Cabbage Kimchi,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bfc7ce33-0b40-4840-87b5-eb3bdf56016f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8f4be256-fcc5-440e-b883-89e1e36a7e17"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c6ddfe7f-9381-420c-9b02-fece61f62fcf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e5a61d94-c4d7-4312-b404-e888f213b7aa"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f223912c-d429-4be8-9317-9cf45d56a1c0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2da9b7aa-9d94-4f0a-9221-d4ba6b3eaadc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8b1d1ff1-55f7-4c3a-9dbd-9bc51731e604"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b189a507-1222-4d9d-b2af-52bda937baa6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8483ac86-7ef6-4dc8-b8e5-956f0bfde365"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""58f19852-4e0c-4291-85cc-a46aa2f3de71"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5732d2ac-a70e-4fd2-99f6-fe30c9965b52"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""dfbb52b8-e350-4123-8f91-ff3cc707dc30"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b12a0d13-9f74-4ff5-850f-bc1ad49a928e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b84eaa4c-b132-4dba-9fdf-d16a2d89a818"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""df580b52-010f-479d-a6f9-84fcef1abca7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""417f1fdb-14b5-494f-a8d0-4126f5e73701"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2583c32d-204a-43cb-aeab-81f5e79b07f4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""da45a5f0-e175-4400-94f0-d35d8b4b6740"")>]"
100000,Galbi Jjim (Kalbi Jjim),,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2ac3afa9-ec2b-46ba-b53c-ebd65f873d8f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f1437be1-2105-4d1f-bdb9-de409116512c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""762faa7f-1189-4baa-832e-bdaee00f9ac1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b118bb3b-ff33-45b9-8054-36cac31dafb5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1ac7fc7d-0434-42fa-a2d4-d6e979b1b8e2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""9361fa5a-eae8-45e1-8d86-edbeb141f69f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""451d5216-a727-444e-9b0d-08aa68185138"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""edb57581-833a-40cb-899a-56f71307d556"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""157e3b21-1382-4e61-b303-66e040f7330a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4fe57bc1-04ab-4ccf-af71-ca16b244292e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1b46280d-24fa-48b5-b2a0-65b8fe9fb4ee"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""59601708-85fa-48fd-b145-ccde9ae46bff"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""af475b85-ec0d-4675-ae1b-85cae6c4be66"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""668126f9-ae53-4cb0-ba32-aafedb5c1f69"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f511634f-a94e-428f-857d-71089ce33af3"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c280f507-3201-4946-97ed-d88519b67c89"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2df1feef-f65e-4c41-a3e5-9a1ea1e3deec"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b12c1eff-395c-47f7-a77c-801325866ca0"")>]"
100000,Tempura,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5e360d1a-773f-4535-93ea-29798805ebc2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b2795159-63d1-45aa-9622-dc22219d134d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3e2e81d3-1cc0-4d21-aa46-fbffde5467f9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d015ae43-2e50-4d96-bb3e-287adbccd8b0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""b11d3896-0647-43a7-8381-e8b724db8bb4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3096c416-c993-4f44-af08-2acaa0f23c2e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8dfc4afb-c995-496d-92df-c39dfd2cf3de"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""09170ca4-a0e2-4d9a-9a66-52ba0133b7a6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f8b240b0-27bb-4f57-875a-668df8badeb0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""f4045665-f407-4619-bbe2-a4bad92b7a87"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""1bd2e3d8-d7a7-4e65-83f6-29606eb69bb0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8113b149-e6f4-4291-85ae-aca0d1b5f388"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""d1714ee0-b7b7-4b63-9ac9-8c756456868a"")>]"
100000,Suimono Clear Soup,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""ff74f772-8004-4f85-bca8-23a5d5c38149"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a3921548-4186-435e-967b-d7d191f53168"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""bf04a706-c693-4e60-ae39-1175a8af4113"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""2ddedc96-2c87-4414-a0b0-0a8131584e2e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""47a4b431-c474-4231-9190-dd0fde3fc06d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""267faafa-305b-498b-bbe0-573cb17ac0d7"")>]"
100000,Spicy Fried Tofu (Japanese Style),,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cd8c9f50-22db-4f69-8964-746a9bcc4bfc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""a03edda9-7795-49e8-bb9e-0b3d2b6449b4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""61df94e3-4021-4ad4-a349-977c00964067"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5af5964d-afcd-40ed-94cb-09558f5e5111"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""e8d4a0f7-8dd1-43f2-b9e6-f8fde0657475"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7ddb6989-bb38-4809-990f-08413298e53e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""81ac50b3-1823-4a47-988b-738fb67dfb23"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""4030b1c4-5da7-4ec3-a19a-a65147ab46ef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c190d3d4-c5ff-4c30-bed3-190b36a93f8c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""cc8ef535-5497-4974-8240-496f604aa089"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5b1d4b91-0ec0-412d-9404-22149c04a227"")>]"
100000,Nikujaga Beef and Potato Stew,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""3afcba30-0566-40a8-8e66-9f5c6a16efc9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""8d5e2982-924f-4bea-bb35-9b83c7fe0494"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""364f36a9-8e2d-45a7-9068-59493895d57b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""57c02ff6-3d3b-4d09-a55d-e2714b6eb2e2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""6e44b6d7-7106-4bf8-874a-e0ed80bc19e9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""97816484-f1a6-47f7-ba88-e5de24b18a85"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0641387c-d783-4bfd-b511-9d82f5cfe7f0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""5cd08c0e-e1e9-44a9-b2e6-e21e226a49aa"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""62bb305b-8670-4f86-87f2-a8cfadedf353"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""aab122e2-4af2-4f3a-9b22-2e74c0973df2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""760891a4-9151-4c17-911f-e82d17f758f9"")>]"
100000,Matsutake Pine Mushroom Rice,,"[<selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""7d919588-41f5-49be-bb96-19b78a0d6762"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""de84ba98-5e12-415a-b37b-323383962c56"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""aa5448dd-8d02-4fc2-a586-ff0b88bcc42c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0c6bb585-1d63-4d06-9ad0-ed861b113d89"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""c9ceaf1a-5d39-4a71-a63d-c7ffaa2501ef"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2fdcba45138fb23a43ba4cd6002f482c"", element=""0a53e0d6-388e-4a3d-9203-7e5d309efadc"")>]"
